Year,Year_Effect,Year Confidence Lower,Year Confidence Upper
2019.0,0.33769167847386494,-1.6910941212165387,2.366477478164269
2019.012787723785,0.3053065855365536,-1.6967806218172303,2.3073937928903376
2019.0255754475704,0.2729398949083882,-1.7027208011658455,2.248600590982622
2019.0383631713555,0.24059489272396595,-1.7089229671652455,2.190112752613177
2019.0511508951406,0.2082748651161573,-1.7153957733955112,2.1319455036278256
2019.063938618926,0.17598309821783462,-1.7221482248937168,2.074114421329386
2019.076726342711,0.14372287816359225,-1.7291896828276667,2.016635439154851
2019.0895140664961,0.1114974910863021,-1.7365298678582195,1.9595248500308236
2019.1023017902812,0.07931022311941026,-1.7441788619602745,1.902799308199095
2019.1150895140665,0.04716436039579175,-1.7521471084552993,1.8464758292468826
2019.1278772378516,0.01506318905003579,-1.7604454099830837,1.7905717880831555
2019.1406649616367,-0.016990004784983272,-1.7690849241230784,1.7351049145531117
2019.153452685422,-0.04899193497638786,-1.7780771563504256,1.6800932863976499
2019.1662404092071,-0.08093931538959388,-1.787433949997087,1.6255553192178993
2019.1790281329922,-0.11282885989172435,-1.7971674728728855,1.5715097530894366
2019.1918158567776,-0.14465728234989872,-1.8072902001844686,1.517975635484671
2019.2046035805627,-0.17642129662953887,-1.8178148933866862,1.4649723001276085
2019.2173913043478,-0.20811761659776512,-1.828754574599781,1.4125193414042507
2019.230179028133,-0.23974295612169297,-1.840122496226661,1.3606365839832748
2019.2429667519182,-0.27129402906675165,-1.851932105424098,1.3093440472905948
2019.2557544757033,-0.3027675493000578,-1.8641970031077006,1.2586619045075849
2019.2685421994886,-0.3341602306887228,-1.8769308972024827,1.2086104358250371
2019.2813299232737,-0.3654687870981841,-1.890147549907394,1.159209975711026
2019.2941176470588,-0.3966899323955546,-1.903860718808965,1.1104808540178557
2019.3069053708439,-0.4278202709093714,-1.918083998370017,1.0624434565512741
2019.3196930946292,-0.45885596881665836,-1.93283045608805,1.015118518454733
2019.3324808184143,-0.48979308275476774,-1.9481128126304004,0.968526647120865
2019.3452685421994,-0.5206276693627082,-1.9639434468421735,0.9226881081167569
2019.3580562659847,-0.5513557852794813,-1.9803343050476925,0.87762273448873
2019.3708439897698,-0.5819734871424507,-1.9972968056712928,0.8333498313863914
2019.383631713555,-0.6124768315906192,-2.0148417399608802,0.7898880767796418
2019.3964194373402,-0.6428618752629828,-2.0329791697617057,0.74725541923574
2019.4092071611253,-0.6731246747969165,-2.051718323464698,0.7054689738708647
2019.4219948849104,-0.703261286831418,-2.0710674914144214,0.6645449177515855
2019.4347826086957,-0.7332677680054757,-2.0910339221959506,0.6244983861849992
2019.4475703324808,-0.7631401749564788,-2.1116237213473275,0.5853433714343699
2019.460358056266,-0.7928745643234181,-2.1328417541319915,0.5470926254851556
2019.4731457800513,-0.8224669927452742,-2.154691554043739,0.5097575685531904
2019.4859335038363,-0.8519135168594512,-2.177175238729053,0.47334820501015074
2019.4987212276214,-0.8812101933049324,-2.200293434965946,0.4378730483560812
2019.5115089514065,-0.9103530787201743,-2.224045214228714,0.40333905678836524
2019.5242966751919,-0.9393382297441468,-2.2484280402309826,0.3697515807426892
2019.537084398977,-0.9681617030142751,-2.2734377296278723,0.33711432359932214
2019.549872122762,-0.996819555169532,-2.299068426824957,0.30542931648589255
2019.5626598465474,-1.025307842848879,-2.3253125935446968,0.27469690784693857
